Çalışan Sicil No;Gösterge Adı ;Periyod;Planlanan;Gerçekleşen;Sonuç 
102378;TSMv2 - Gelişim İndeksi;1;119,0630819;105,3020583;90,12332368
102380;TSMv2 - Gelişim İndeksi;1;119,0630819;111,962306;96,10854634
102382;TSMv2 - Gelişim İndeksi;1;119,0630819;142,0534267;114,8911921
102388;TSMv2 - Gelişim İndeksi;1;119,0630819;121,9222901;103,8937581
102389;TSMv2 - Gelişim İndeksi;1;119,0630819;110,4399999;92,41706415
102396;TSMv2 - Gelişim İndeksi;1;119,0630819;134,2661934;112,621037
101688;TSMv2 - Gelişim İndeksi;1;97,2289198;93,00465467;95,68568702
100340;TSMv2 - Gelişim İndeksi;1;97,94453019;96,59717776;98,60074756
100202;TSMv2 - Gelişim İndeksi;1;97,94453019;102,842613;104,9754518
100445;TSMv2 - Gelişim İndeksi;1;97,94453019;88,85319275;90,70063608
100571;TSMv2 - Gelişim İndeksi;1;97,94453019;95,8387265;97,84950119
100600;TSMv2 - Gelişim İndeksi;1;97,94453019;99,68930465;101,7490399
100254;TSMv2 - Gelişim İndeksi;1;97,94453019;94,68594152;96,69269136
100263;TSMv2 - Gelişim İndeksi;1;97,94453019;102,9689886;105,0646683
100385;TSMv2 - Gelişim İndeksi;1;97,94453019;99,11546508;101,2419581
100177;TSMv2 - Gelişim İndeksi;1;97,94453019;97,04665673;99,09662411
100214;TSMv2 - Gelişim İndeksi;1;97,94453019;96,63438347;98,70448437
100532;TSMv2 - Gelişim İndeksi;1;97,94453019;100,8992309;102,9767155
100330;TSMv2 - Gelişim İndeksi;1;97,94453019;99,42783664;101,4760388
100325;TSMv2 - Gelişim İndeksi;1;97,94453019;98,32071714;100,423944
100286;TSMv2 - Gelişim İndeksi;1;97,94453019;99,01396983;101,0854837
100490;TSMv2 - Gelişim İndeksi;1;97,94453019;100,491538;102,558779
100567;TSMv2 - Gelişim İndeksi;1;97,94453019;103,0102841;105,1871296
100601;TSMv2 - Gelişim İndeksi;1;97,94453019;99,22093442;101,2335508
100561;TSMv2 - Gelişim İndeksi;1;97,94453019;94,65023215;96,61687455
100233;TSMv2 - Gelişim İndeksi;1;97,94453019;91,86123993;93,80364577
100788;TSMv2 - Gelişim İndeksi;1;97,94453019;98,26087049;100,3513334
100802;TSMv2 - Gelişim İndeksi;1;97,94453019;88,58933428;90,46760544
101459;TSMv2 - Gelişim İndeksi;1;97,94453019;105,7210716;107,8503759
101543;TSMv2 - Gelişim İndeksi;1;97,94453019;100,2259364;102,3206711
101678;TSMv2 - Gelişim İndeksi;1;97,94453019;95,66341539;97,68940096
101679;TSMv2 - Gelişim İndeksi;1;97,94453019;96,92583065;99,01568564
101695;TSMv2 - Gelişim İndeksi;1;97,94453019;92,24204429;94,20775004
101976;TSMv2 - Gelişim İndeksi;1;97,94453019;95,96147673;97,97663263
102010;TSMv2 - Gelişim İndeksi;1;97,94453019;100,9543541;103,0410897
100778;TSMv2 - Gelişim İndeksi;1;97,94453019;100,1301129;102,1915209
102133;TSMv2 - Gelişim İndeksi;1;97,94453019;98,67860063;100,8166835
102271;TSMv2 - Gelişim İndeksi;1;97,94453019;109,2832428;111,6060095
