Çalışan Sicil No;Gösterge Adı ;Periyod;Planlanan;Gerçekleşen;Sonuç
100467;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1308766,299;1483051,11;113,3167252
100102;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1889992,005;1782962,45;94,54
101546;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1129113,117;925203,06;81,84870022
101463;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;949391,2601;1008407,68;106,216238
101916;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1275264,05;1539009,39;106,8422827
102377;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;476731,5137;688141,22;134,7987322
101276;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1627286,835;1533476,24;89,91378324
100770;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;968670,7347;1014528,35;104,6165003
100801;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1490889,124;1395384,36;93,48903644
100541;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1511967,087;1905465,77;111,573439
100265;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1461807,936;1477781,45;111,8877356
100462;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1286747,896;1266927,23;98,45963098
101258;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;954443,8847;976715,24;104,6388278
100272;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1062260,061;1125103,86;105,9160465
100325;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;3022062,124;2540862,995;86,51456371
102378;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1286674,916;1396978,34;96,12201
101842;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1545369,994;1621518,26;104,8097168
100496;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1139880,771;1163992,91;102,1153212
100515;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;2208423,538;2766428,22;119,5226931
100360;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1593581,145;1652983,56;103,7276053
102276;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;982443,7123;788061,28;80,12434486
101917;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1309131,99;1073364,95;81,99058295
100775;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1305611,009;1440927,03;97,70801499
100561;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;2786339,649;2622562,505;96,85078704
102274;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1563773,12;1629031,5;104,1731361
102379;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1281427,423;1434291,44;111,8035445
102380;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1243390,288;1629818,41;116,0469562
100727;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1478310,25;2018381,91;136,533039
100530;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1010809,362;1028279,95;101,614174
100627;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;899188,3952;1105163,05;108,8122194
102381;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1239367,786;1214308,11;93,48501957
100617;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1118044,988;1259700,43;99,7493339
101560;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1143182,659;1086177,17;94,90677618
100512;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1236856,316;1531939,12;109,653945
101671;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1209063,419;1470345,13;107,6644216
100529;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1735867,562;1925354,84;105,8296902
100596;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1451400,436;1558394,43;107,2512388
100392;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1961931,931;2048893,59;99,64346003
100379;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1409705,036;1534923,68;103,8895503
100664;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1676314,696;1895746,91;100,1213761
100514;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1731982,094;2130220,42;136,1268312
102527;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;245367,9925;193791,355;81,26954929
102277;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1476415,425;1281074,8;86,67185538
100327;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1510443,221;2020028,69;133,5873432
100867;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1078585,839;1166831,38;95,77571258
100600;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;2772511,41;2723058,25;101,0636434
100579;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1652691,646;1598548,73;92,28845578
101804;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1057497,957;1038337,17;98,18810177
100538;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1862361,789;2939497,63;157,8370888
101661;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1775327,265;1693418,09;91,01209325
100569;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;1137119,621;1283005,35;99,89053052
101919;TSMv3 - Toplam Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;938088,0544;1131894,28;120,6597051
