Çal??an Sicil No;Gösterge Ad? ;Periyot;Ürün;Planlanan;Gerçekle?en;Sonuç 
101945;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;18868,37;19328,28;102,44
101946;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;27627,36;27424,60;99,27
101946;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;72037,15;57086,35;79,25
101946;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;32282,29;31900,37;98,82
101947;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;31629,23;47182,22;149,17
101947;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;97187,34;82623,78;85,01
101947;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;60042,86;64396,64;107,25
101948;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;32874,43;51740,00;157,39
101948;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;96409,51;73943,77;76,7
101948;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;57713,35;63023,80;109,2
101949;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;30096,32;23711,83;78,79
101949;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;129031,22;126085,80;97,72
101949;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;44441,08;33460,96;75,29
101950;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;31627,77;68798,00;217,52
101950;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;99026,13;124831,91;126,06
101950;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;41241,35;48299,46;117,11
101952;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;35203,89;31405,78;89,21
101952;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;145532,65;102790,77;70,63
101952;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;44793,50;52446,56;117,09
101953;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLUREND;23159,49;25754,85;111,21
101953;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;156674,86;147028,12;93,84
101953;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS;13162,85;16099,21;122,31
101953;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TERBISIL;37097,50;42434,50;114,39
101955;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLUREND;29400,10;44258,61;150,54
101955;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;254332,44;236224,53;92,88
101955;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS;17673,10;22303,78;126,2
101955;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TERBISIL;53043,39;53521,81;100,9
101956;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLUREND;22396,98;29770,62;132,92
101956;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;233791,76;214955,32;91,94
101956;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS;12270,80;14116,72;115,04
101956;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TERBISIL;61668,33;71138,99;115,36
101972;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;38567,99;47174,83;122,32
101972;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;121493,94;117843,60;97
101972;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;36213,57;29331,41;81
101976;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;PHOCUSS  ;27520,62;34727,11;126,19
101976;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;DULOXX;122048,76;141492,62;115,93
101976;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;GYREX;302112,18;421634,96;139,56
101981;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;114950,86;80727,88;70,23
101981;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS;20317,92;16982,71;83,58
101981;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TERBISIL;59879,03;56128,66;93,74
101982;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;BRONCHOREST;15732,73;7338,53;46,64
101982;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;DICLOFLAM;77107,04;33975,18;44,06
101982;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;PARAFON/X;109236,04;90263,08;82,63
101996;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ELEKTRA PLUS JEL;26378,13;9099,76;34,5
101996;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;HIRUDOID;35265,21;35567,08;100,86
101996;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;MODET;15290,55;6496,98;42,49
101998;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;14478,37;11494,21;79,39
101998;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;41681,58;37498,73;89,96
101998;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;12918,71;10328,51;79,95
101999;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ILIADIN;37897,26;39910,13;105,31
101999;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;MAGNIS;4566,60;5679,59;124,37
101999;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TERBISIL;23236,76;28926,29;124,49
102000;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ELEKTRA PLUS JEL;47575,43;35680,69;75
102000;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;HIRUDOID;43830,71;39590,17;90,33
102000;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;MODET;21947,03;30778,74;140,24
102006;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ACETUDIL;14109,39;12935,63;91,68
102006;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;FLEXO GRUP;31059,35;34163,88;110
102006;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;TRIBUDAT;10161,48;10051,87;98,92
102010;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;ETKINIA  ;10169,81;4255,21;41,84
102010;TSMv1 - Hedef Ürünler Kota Realizasyonu;1;SECITA;44794,75;33799,76;75,45
